,id,gender,age,topic,sign,date,text
228,3429420,male,15,Student,Aquarius,"16,June,2004","'The hierachical order' Blades tore skies apart Lightning splits the wounded bird Silent winds swept the lands asunder Angry clouds darkened the skies Scythe of reapers plough the cities Lucid dreams haunted in forms of echoing shadows Treachery spoke louder than compassion Every corner was a silent dagger, And a coup practiced neater than a courteous bow Even masters contorted in fear While slaves waited for the darkness to descend Shadows rise and fall unendingly"
229,3429420,male,15,Student,Aquarius,"14,June,2004","Unsurprisingly, it is the 14 of june. I have been spending my time most often in Npcc, but many things have past that worthed my attention and pondering. The Angel Well over my days i must say, i have valued and tried to learn as much as possible. I read the book, Woman can't read maps and men just can't listen. Haha, strange choice ehh? It made me understand the difference between men and woman and why such difference exist, and what we can do to prevent pressing the red button. Now i move on to a new book written by a famous and good writer, R.A Salvatore who wrote many good series. I have only managed to the first book among the hundreds. Other than that, it has been most satisfying to win another battle against the odds. Perhaps i have played too long and the expierance have been instilled upon me or perhaps my opponent needed more time. Another attributes which i have gained over the days was being able to control myself over problems and everything. Being composed in difficult or tough situations is a most useful skill. I have to thank warhammer for that...haha The devil There are always evil thoughts which sprouted in my youthful mind. Sometimes it pays to heed its call but i must not be misled. Now i realise more that firends are the essential ladder steps to climb to the top. But perhaps it is nothng more than a evil thought. Still it makes sense, other than simple ladder steps friends provide companionship and someone to talk to. Now i must try to get rid of it.Begone creature of hell! The dark Since from last week, my good cousin or rather my best friend had left for army. I miss his companionship and a listener for my sorrows and joys, and nevertheless some good laughters.Still i cant change anything it is beyong my capability to prevent it. Though I was glad that he was positive about it instead of frowning. Npcc has took up most of my time, spending my time sitting on iron steel chairs and listening to chants. Much time is wasted, a good thing is i can practice my body language reading. Managed to read a few but still i'm not very good at it. The shooting competition was of my msot regret in this past ten days? Yes it was the most regretful thing. I didnt expect that i have enough time, so i didnt aim for the shooting competition. I have only managed to score a score of 93 which was fairly poor although i pass. I didnt try my best was the worst mistake i have commited!Now i truly wish for a time machine."
230,3429420,male,15,Student,Aquarius,"10,June,2004","'Knowledge' Pages withered, wise and old Pages flipped, dust fluttered high and low Worn and tattered hid its view from common man Centuries flickered in the light of words The wise wrote its course And the lesser ones seek its enchantment"
231,3429420,male,15,Student,Aquarius,"08,June,2004","'Truth of reality' As I sat on the sun set hill How the scenery seems mundane compared to you Looking into your enchanting eyes The presence of you gladdens my heart And your words sweeten my soul Time stopped parallel to space Holding your warm hands, seeped the strands of love You are the one Who I’m willing to sacrifice for upon the altar of love To brave through the flames of hell To don the shinning armor and be your knight To hear your sorrows and despairs To understand and love you But when the dawn of reality shines upon me How I realize This was all an elusive dream There is no everlasting love No true love Every lie renders me apart Leaving me torn and tattered in an inevitable demise Dark devils fed my soul And men mocked my foolishness Winter now prey upon the land Leaving it bare and dead Life faded into the whispering wind"
232,3429420,male,15,Student,Aquarius,"05,June,2004",Warmth||||||||||||||||||58% Intellect|||||||||||||||||||||70% Emotional Stability||||||||||||||||||||||||74% Aggressiveness||||||||||||||||||58% Liveliness|||||||||||||||42% Dutifulness||||||||||||||||||||||||78% Social Assertiveness|||||||||||||||||||||66% Sensitivity|||||||||||||||||||||66% Paranoia||||||||||||||||||||||||||||86% Abstractness||||||||||||||||||||||||78% Introversion|||||||||||||||||||||66% Anxiety||||||||||||||||||||||||74% Openmindedness||||||||||||||||||||||||||||86% Independence|||||||||||||||||||||62% Perfectionism||||||||||||||||||58% Tension|||||||||||||||||||||66%
233,3429420,male,15,Student,Aquarius,"02,June,2004",'Power of love' They say angels birth from hell And devils warp from heaven No one knew the truth When time fled into space And space into time None shelter it with concern When love seeks to blind the heart of the lonely one None forsee its path As the blinding of love unbind it self The legends of knights in shinning armor reincarnated The soul of saints rebirth And the blessing of the gods shone once again Such awe and splendour Hidden in the seed of love itself
234,3429420,male,15,Student,Aquarius,"02,June,2004","'Flashes of life' The winds blew the memories of the dead The past flashes like a train Emotions swelled to pain, sadness and joy Familiar faces carved into the graves Something emerged triumphant The icy cold swept up in a torrent devouring the warm and lush air Like a man frozen with no feelings, thoughts nor love"
235,3429420,male,15,Student,Aquarius,"31,July,2004",I drunk myself with wine
236,3429420,male,15,Student,Aquarius,"30,July,2004","They say there is nothing we cannot overcome in life What of times when steel of determination were cut open by the blade of love? Fallen so many times to dark pits Hurt, torn and shattered. They say men should have no fear But to me the world was divided by fears Fears that could end everything Fears that others would not understand And I Fear that love could end a friend Why must the tears linger for the winter’s chill? When will the sun shine the light? When will the rain wash away all the wounds?"
237,3429420,male,15,Student,Aquarius,"28,July,2004",'One chance'
238,3429420,male,15,Student,Aquarius,"26,July,2004",It was her face which etched clearly in my mind
239,3429420,male,15,Student,Aquarius,"24,July,2004",Shower of rain hid tears of a man Clouds of bewilderment cover truth from lies Where his smile secrete every sorrow
240,3429420,male,15,Student,Aquarius,"16,July,2004",'Wounded soul'
241,3429420,male,15,Student,Aquarius,"15,July,2004","Love, present, past and the future Where art thou? I left my dreams and hopes As the light shimmer of memories To a new land, I am there Smashing the mirror, I knew there was no way back Ruins of past and present lay before me Am i to find the one who i love and who love me not, in the midst of the sunless lands? Where the wind seems an absent vacuum And the air tainted with death My home? I do not know There seems not a presence of a smoke nor shadow AS i tread lifeless waste I found a charcoal sheet Upon it wrote ' July 2 Year 3210 '"
242,3429420,male,15,Student,Aquarius,"09,July,2004","Love never dies a natural death. It dies because we don't know how to replenish its source. It dies of blindness and errors and betrayals. It dies of illness and wounds; it dies of weariness, of withering, of tarnishing."
243,3429420,male,15,Student,Aquarius,"05,July,2004",There were so many times When i look into her eyes but yet she shun them from me So many times Is there an end? I knew i must leave But where? Perhaps somewhere where I can find love and care or perhaps a dark corner where i can cry alone I do not know.. Treading upon the silent street Hands warmed by my side Eyes cast down Every step leads me into the oblivion The lingering pain in my heart was my solitude companion and none could take it from me
244,3429420,male,15,Student,Aquarius,"05,July,2004",Fatigue reverberate though the ear Deep lines of wrinkles carved in depth Dark lines embedded by the eyes Pensive thoughts swam in the hollow pool Influx of memories flooded like streams of river Yet tainted and impure it was Strands of white brushed softly against the wind And eyes faded to dark thoughts Where death stalks in the shadow Wisdom and knowledge dwindled into the vast ocean
245,3429420,male,15,Student,Aquarius,"01,July,2004","Are we the slave to our mind in life?Going towards directions that we knew were wrong, yet we went ahead.When you love someone even when you know there will only be pain, you yearn for her, listen to her voice, listen to her sorrows and sacrifice everything for her happiness. Slave we are to the mind, holding us to the chains of the overmind.Even when the one you love betrayed you, often we would just cling on to the illusion which our mind fed us.Love is such a strange feeling, no amount science or maths can measure or decipher what it feels like.Even words could not descibe.... 'The ones you love most, is the ones who hurt you most' Prince of shadow..."
246,3429420,male,15,Student,Aquarius,"07,August,2004","Standing by the window Watching the bright stars shine their light Seeing her face in my mind Listening to the song of the nightingale Feeling the soft caress of the wind Dwelling in solitude Pieces of puzzle Fixed on piece by piece I knew so many answers Yet I fear to face them Call me a liar, a fool But I hear not of them If there was a chance to spin the wheels of time To reach the tunnel of past and present To staunch wound which bleed in my heart I would still say"
247,3429420,male,15,Student,Aquarius,"05,August,2004",When I saw everything cumbling before me
248,3389671,male,26,indUnk,Leo,"28,May,2004","I'm at work eating lunch right now. A turkey scamich and a 'Courage' Sobe, those commies don't have Green Tea in the machine. I have been thinking about writing another game but don't know what to write. I thought about doing a combat clone (like the old atari 2600 combat tank game) but that is a little too basic. A big problems I have with making games is my lark of a real artist. I gave up on my Rolling Thunder(tm) style game because it was really hard to stay excited about a bunch of odd chapes moving around on the screen. I want to make an adverture type game with swords and stuff, but that's probably because I've had Zelda on the brain recently. I wonder if the Zelda games are named specifically after Zelda Fitzgerald...I guess I'll never know. I like top down shooters, maybe I'll make another one of those. Earth Defender B was kinda lame, though it still ranks as my only game with sound effects. For the people reading what kind of 2D game would you like to see, maybe a puzzle game? I don't know."
249,3389671,male,26,indUnk,Leo,"27,May,2004","Well,I just got out of my last class of the semester. The final wasn't that hard except for one problem that I didn't do because I didn't even know where to start. The only class I'm worried about is Linear Algebra, or as it should be called 'Hard ass shit that I'll never remember and barely understand in the first place'. Man, I thought Calc 2 was tough. I'll take problems dealing with the surface area of graphs rotated into 3-space any day over these problems. I really hope I get a C or B in this class. If I did worse on the final than I though then I could get a D. If that happens then this semester is a total waste. I need so many more math classes than anything else that to not pass one puts off my graduation by one more semester. The fact that I can't take any math classes this summer semester is, for me, a total travisty. Add to that the fact that I can't take ANY classes this summer and I'm pretty bummed about that. I was hoping to at least be able to take another yoga class or a programming class, or an art class. But no, nothing fits my work schedual. I feel like I should want to party because I'm done with school for a little while but I really don't. As much as I can't stand individual people I like to be around people in general and school is a great way to do this. Now I'll have nothing to do on Tuesdays and Thursdays. I guess I could look for another job for the summer, but that would be lame too. OHH SHIT!! I got it, I can try being a dealer at a casino,I've always wanted to do that. Man that would be so sweet, I would be standing there and be all like 'Sir would you like to hit or stand...' and he would say 'Hit me' and I would give him another card and then I would probably say 'Ohh Sorry sir, I guess you shouldn't have hit' and then I'll take his money. The only problem is that the only casino within driving distance (for me) is Casino San Pablo and playing blackjack there is like playnig golf underwater, it doesn't work the way it's supposed to and it just isn't fun. Well, now I don't have anything to do for several hours. Ohh well, maybe I should just be depressed about it or something..."
250,3389671,male,26,indUnk,Leo,"26,May,2004","I can't believe that no one has commented on my Zelda post. Surely I'm not the only one that sees not only one, but the prospect of TWO new Zelda games as momentous news. Hmm...there is indeed something wrong with this world. I was much later for work than normal today, my alarm clock may be broke or something. It better wake my ass on time for my comparitive politics final tomorrow. I brought home a broken Palm m515 (or some similar model number) from work today with high hopes to take it apart and finally get a part I need to fix my Palm Zire 71. After 30 minutes of using various tools to break apart the Palm I finally extracted the tiny ribbon cable that I needed only to find that the connector on one end is different. What a bunch of damn communazi jerks. I was so let down. I wasn't even mad (at first). Oh well, it's not like I'll die without a PDA."
251,3389671,male,26,indUnk,Leo,"25,May,2004","Yesterday I was driving somewhere and Mongolia crossed my mind. I realized that I knew nothing at all about the country. I have a vague notion that at one point in history mongol hordes swept across the land killing a bunch of people and stuff, but after they got beat back did they just become hermits? When was the last time you rememberanything happeneing there, or them doing anything at all in the world? Never. After Mongolia I started thinking about Portugal. You never hear anything about Portugal either. I can understand Mongolia, it's way the hell out of the way near Siberia. It may even be part of Russia or China these days. But Portugal, man they're right there on the edge of Europe. I never hear anything, and I mean anything about portugal. I remember talking about WWII in school. We leraned that Spain was neutral during the war, we knew about how pretty much every European country stood, every one aside from Portugal. What happened to them, did they just vanish after the age of exploration....has anyone bothered to check!!! Since I'm obviously on the internet right now I know that I could just read about these places, but that would be too easy. I think it's time that T.V. started informing us about countries that it doesn't really talk about already. We need to hear about Mongolia, Portugal, Estonia, and others I don't know that name of because I never hear about them. STOP THE GEOGRAPHICAL ELITISM."
252,3389671,male,26,indUnk,Leo,"25,May,2004","I've just checked out the page for the new Zelda game and I have to say that I can't wait for it to come out. After the big pile of dog poo that was the Ledgend of the Windwaker I'm so glad that they decided to make the Zelda game that people want, not try to reinvent the series as a cartoon that you play. At first, when looking at the screenshots, I was a little confused. I thought 'Hey, these are screenshots of 'A link to the past''. Then I realized that there wern't four Links in that game. However this game does indeed use many of the same graphics that were used in 'Link to the Past'. Hopefully it will also include the dark world and stuff, though this game looks prettty triforce free. Well, I guess you can't have everything, even though I really really would like to have the Triforce of wisdom....hint hint... Oh yeah, stuff has happened in my life since yesterday, but it hardly seems worth talking about considering this Zelda news. UPDATE: I have learned that there is another Zelda game in the works . This one is 3D and looks like it will give little kinds and grown-ups alike nightmares that will put them off sleep for days. Just check out the screenshots, the one with Link fighting the GIANT ASS DEMON looked scarey as hell. I saw that guy and figured it had to be all over for Link, I really don't see how the little guy can pull off a victory aginst what looks like a 5 story building of a demon. Ohh man, I can't wait for this shit.....I wish I could freeze myself in carbonite or something untill this shit comes out."
253,3389671,male,26,indUnk,Leo,"24,May,2004","Read this and rejoice (unless you live in South Carolina) That's right folks, coming soon to a South Carolina near you, Christian Fundamentalism!!! They plan to break away from the nation to form an independant christian country, lets all pray that they get it. I'm sick of my federal tax dollars going to other states and having them still look down on California, it's like 'Hey assholes, we may have a screwy economy but we're still the piggy bank of the nation, where do you think you get your farm subsidies? Stalin Claus?'. Shit, we're (California) like the ugly step-child of the US, we give all our money and get back insults in return. Well it's time to rejoice that one of the other jerk states is going to bail. As an added bonus they are supposedly taking 50,000 nutjobs away from other states. Woohoo! You're going to stop taking our money and remove a bunch of nutjob chiristian fundamentalists...man...can I donate to your cause?"
254,3389671,male,26,indUnk,Leo,"22,May,2004","Well, I guess I lied. I have been updating this blog, more even than the others I know with blogs update theirs. I guess I should have called it 'Don't read my boring ass blog that has bad spelling and doesn't have any updates you will care to read because I never really do anything important anyways.', but that title seems a bit long. Before I forget I'd like to give a big shoutout to Isabella Wunder for linking to me, though she could have used slightly better link text than 'Boring Ass' but I guess you have to take it how it comes. I'd also like to give a big shout out to Miss Macy and Ember I guess the Benicia crew is in da house or off the hook something. Reguarding my dreams, it seems that my sunconscious picked up on my distaste for my recent dreams and game me a little treat last night. I had a dream I was playing a dope ass team based FPS similar to Tribes but with really good graphics and you could control players with your mind. However it wasn't all good, I had to put the game system together before I could play the game and even then my step dad was watching the whole time grunting about wanting to watch tv. Damn...don't get any peace anywhere..."
255,3389671,male,26,indUnk,Leo,"22,May,2004","Lately I've been having the more boring lame dreams ever. Being stuck trying to turn right at a country road stopsign, trying to play pool but not being able to find a pool que, arguing with someone about the use of mercenaries in the war in Iraq. While I'm sure that all this is just dripping with deep meaning and insight both into my own mind and into the true nature of human society I just with that the way this insight were conveyed was a little more interesting or exciting. Why can't I have dreams where I'm superman or something and I just fly around and save people....that would be so rad. Anyways, my subconscious mind aparently wants me to know that hiring mercenaries in Iraq is cheaper than sending our own troops because we don't have to pay for six months of training, during which time we have no extra troops. I hadn't thought about this point before having it told to me in a dream, odd that a part of me is spending time thinging about arguemnts to support things I'm against. What a jerk."
256,3389671,male,26,indUnk,Leo,"21,May,2004","Sometimes I fancy myself as a fiction writer. And since fiction is more interesting than describing the fact that I took some test yesterday or that I talked to someone the I hadn't seen in a while I guess I can write some here and have almost no one read it anyway. I removed the story I was writing, it was leaving the realm of bloggable short story and entering the realm of longish tale. Plus it was boring and uninspired. I still like the idea of the story with only really reflects the experiances I've had in office work. It's funny how you got to places and everything seems to run smoothly, but then you get a job there and you realize that it's like one big balancing act and it's amazing that everything doesn't come crashing down all the time. My favorite was when I work in customer service. Man, I didn't know crap about the products people were asking me about, no one did. Ohh well."
257,3389671,male,26,indUnk,Leo,"19,May,2004","I just read this story and I have to say that I don't normally get this pissed of at the sad state of affairs anymore, but this one really got me going. It seems that this principal fancies hiseld as the thought police for the school. One person wrote a poem he doesn't agree with and not only does he call the student un-American, fires the teacher that sponsers the poetry club, terminates the teaching of poetry in the school but also removes all student art from the walls of the school and doesn't renew the contracts of teachers that leave art in their classrooms. I can't believe that this commie has the nerve to call someone un-American."
258,3389671,male,26,indUnk,Leo,"19,May,2004","Unluckily for you you have somehow landed here, on my blog. I fail to grasp why one would want to read my blog, however I have to admit that I don't exactly have the most favorable view of blogs that can be had. I have been known to say, and still say that they are one of the biggest wastes of time known to man, and one that offers the fewest rewards. So, why then am I posting this? Well, for two reasons; one, I wanted to post comments on another blog that doesn't allow anonymous comments, and two, I'm the one wasting your time. I have to think about my life anyways, now I'm making you do it too.....ha ha, sucker."
259,3389671,male,26,indUnk,Leo,"30,June,2004","After reading this news story I knew I had to write about it for a couple different reasons. First off, as long as she isn't butt ugly I doubt many boys were very thrown by this punishment. I know I know, it damages them physomindaly or something but come on, how many boys alreay have little fantasys about their teachers and now they have one asked if then want to be caned or to suck on her breasts. Man, some guys would shoot their loads just thinking about that setup. All joking aside it always irks me how little attention is payed to woman on boy sexual abuse. I know this took place in another country but it happens here and it never gets the same kind of media coverage or reaction than when the perpetrator is male."
260,3389671,male,26,indUnk,Leo,"25,June,2004","It's strange to think that every person is like a walking universe. Every person sees things through their own perspective and with their own thoughts coloring what they see. You would think that with all this uniqueness of thought and perspective going around there would be many different personalities and a real sense of individualism to go with it, but there's not. For as far as people have gone group affiliation still seems to be a driving force in society. It's like once we stopped living in tribes and towns got too large for everyone to know everyone else we had to create tribes of our own, and in order for these tribes to have meaning and consistency in our large society each member of these neo-tribes must conform to an even stricter set of guidelines than would be necessary in an average tribal society. It's funny how every group seems to think that they are unique and that they are true individuals, however most members of a group almost always dress the same, or at least very similarly. I swear to god that if I see one more of those 'You laugh at me because I am different, I laugh at you because you're all the same' shirts I'm going to barf all over the person wearing it and them that I'm laughing at them because they think they're 'different' while wearing a shirt that could have it's own wearers convention I've seen so many people wearing it. Every person has the capacity to have so many interests it's not funny, sometimes I think I bore people to death talking about my own, but I've noticed that many people never seem to have any real interests. It's almost like people are afraid of being kicked out of their neo-tribe if they express an interest in something that none of the others like. Each group has it's own safe area it could be literature, music, clothes, style, whatever, and you will often hear people talking about those things, but not so much about other things. I think it's important to note that I'm not talking about friends, there is a difference between a group like the neo-tribe that I'm talking about, and a group of friends. It's also important to note that my friends kick ass and that I'm not talking about any of them. However, I am talking about many people I do to school with at DVC. It's strange to walk around campus and hear people talking about the dumbest most meaningless shit. It's even stranger to try to talk with people and try to talk about meaningful things, not like the meaning of life or anything just about things that actually interest people (what they plan to do after school, where they grew up, hobbies...), and have them get all uncomfortable and leave. I don't know if people think I'm hitting on them or what but almost every time I talk to someone like an adult with full comprehension abilities rather than talk to them like they are children (how are you? I like your hat? the sky is nice...) they end up looking at me like I'm nuts. The other end of that spectrum are people that try to talk about the craziest thing they can to prove how different they are. Somehow these people annoy me even more than people that talk about nothing because it just seems that they are forcing something that isn't there. It would be as if I talked about the goatse man with everyone I met."
261,3389671,male,26,indUnk,Leo,"23,June,2004","This is kind of a continuation of a previos story line in my blog and has to do with my job. If my readers will remember I have been in trouble with my boss for not doing a good job and coming in late and basically being a bad horrible person. Well imagine my surprise when I came to work today to find a 'Spirit Award' sitting on my desk. These are given out to employees that capture the spirit of the hospital workplace and go above and beyond what is expected of them. Do they know who they gave it to? The best part is that it can be handed out by any manager and I got one from my bosses boss. This doesn't change my work situation at all, but man was I surprised."
262,3389671,male,26,indUnk,Leo,"22,June,2004","I've been working on my new game for a little while now it's coming along okay. I have a lot of good ideas and am starting to flush them out before actually setting about writing them into code. Recently I've been working on implementing a 2D SDL based particle engine. I've had a few problems because unless I use single pixels for particles I can't figure out how to color them. So I would have to have different particles drawn in each color I would want , or have all particles be the same color. It's so much easier to do in OpenGL. Half the game effects I have planned are particle effects so if I can't figure out how to do them in SDL I may have to do the partiels in OpenGL, I know there is a way to use OpenGL with an SDL window, I just han't read up on how yet. Right now I'm working on this game less than any others I have worked on in the past. By this point in time on my missile command clone I had already finished an OpenGl particle engine and setup all the particle effects I would use in that game. My lack of work is mostly because I spend more time playing pool than doing almost anything else, aside from sleeping and 'working'. I need a laptop that can boot and get on my network in about 5 seconds, that way I could just transfer to my laptop and take it with me everywhere. But it's too much work shuffeling code around all the time, and wanting to go out but having to wait for the laptop top boot and then copy over the files. If the USB on my home computer actually worked I guess I could just use a thumb drive to move things around. But alas it does not work. ASUS makes some great boards, but this one isn't exactly the greatest. Maybe I should buy a new motherboard and processor and shuffel this one to my windows system. Hmmmm....my birthday is coming and a nice new ASUS board with a gig of RAM would look mighty fine under the tree. With a nice P4, ohh man, that would be so sweet. The only thing sweeter would be a dual processor board with TWO nice P4s nad TWO gigs of RAM and maybe a 10 gig solid state hard drive. Well, time to go play some pool I guess. At least I did write a few lines of code today."
263,3389671,male,26,indUnk,Leo,"18,June,2004","Yesterday was, all in all, a pretty good day. Even if certain people that needed certain rides to work from certain hospitals didn't give me money for gas or the bridge. I took the oppratunity to go to lunch with my Mom since I was in the East Bay anyways and it's been a while since I've gone to lunch with her. I then went to Cody's Books in Berkeley and looked at (Surprise!) some books. I bought one. For the purpose of suspence I will not reveal what the book that I bought was untill a later date. I went home, played some video games, and took a long nap. That nap ended up screwing me in the end. I woke up, went to Kinders and talked to a couple friends for about 5 minutes before heading off to a pool tournament. I ended up taking second place and wining a heafty sum of $35. Not too shabby considering that I got lucky in quite a few games. But that's just the way it goes, sometimes you get the bear and sometimes it gets you...I guess I got it last night, but it wont be long before it gets me back. What a jerk. I ended the night be getting a sticky Sobe from Wolves and talking to Miss Macy for a little bit. I went home, played some more video games and went to bed to try to sleep, something which I failed miserably at. It's now the morning of today and I got about one or two hours of sleep. I guess the bear did get me back...while I was in bed, he is a jerk!"
264,3389671,male,26,indUnk,Leo,"15,June,2004","Well, today is my last day of forced vacation from work and I'm kinda glad to go back because the heat is killing me. I wanted to do more with the past week then just hand out like normal. But It's hard to find people that want to get out and do stuff early in the day, especially when you're not so sure you want to yourself. Is it getting hotter!!! It's 4:00pm, I figured it would start cooling off but my house defies me again and shows it self for the oven that it is. Roasted griffenjam is on the menu tonight. I got the new Zelda game, Four Swords Adventures, last week. It came with a free shirt and I'm wearing it now, for the third time this week, I did wash it yesterday though so that is no excuse to stay away from me. The game is alot like the new Harry Potter movie. It's really good for what it is, but don't try to compare it to anything else in the series (or in the movies case the book) because it just wont live up. In practice it's very much like Final Fantasy Mystic Quest. Which was the worst Final Fantasy game ever. The thing I hat...dislike the most is that you cant just walk around the world at your leisure. You have to select a specific are to go to, then select an available section, and clear it to move on to the next area. I don't like games that are too controlling, let me do my own thing dammit. A Link to the Past kicks this games ass so hard the bruises may never go away, but like I said, it's fun for what it is. My, and Isabella's, birthday is coming up soon. I'm wondering if my dad will call, I doubt he will but I hope he does. It's normally pretty easy to milk an absent parent for good gifts or cash, as long as they feel bad about being absent. However I didn't even get a card for Christmas so I think that I may be out of luck. I wonder what the etiquette is with crappy dads when it comes to the rest of the family. My Grandmother, his mom, is having everyone at her house for her birthday soon and I was invited. I want to go, but I don't know. I always get the feeling that I'm a little set apart from them, except for Grandma. For example, I'm the only liberal in a very conservative family, I'm also the only non-baptized one. I also know that if I go I'll just get even more mad at my dad than I already am. Like last time I went up. Some cousins and I were playing softball and then one of them said something about playing softball with my dad recently. This was funny because my dad lives in Arizona and she doesn't. That means that my dad came to California and at some point played softball with her (something he hasn't done with me) and never even called me. Before that day I thought it was the entire family that he ignored but during that trip I found out that it was just me. Everyone kept asking me about what I thought about things he's been up to or have happened to him. All of it was news to me. Ohh well, what can I do, but if he thinks he's getting my liver or any other organ someday he can think again."
265,3389671,male,26,indUnk,Leo,"11,June,2004","I don't want to make a habit of posting news stories but this is one I felt I just had to share. It would seem that in the year 2003, the second full year of our all out war on terrorism, the amount of terrorism used in the world actually increased. They tried to lie about it and say that the level of terrorism had dropped lower than it has been in 34 years, but someone called them on it and now they look pretty dumb. This is exactly what I have been saying will happen. A war on terrorism will only increase the number of people that are willing to use it to acheive their aims."
266,3389671,male,26,indUnk,Leo,"09,June,2004","Okay. So, in my last post I said I had a meeting with my boss that I thought was going to be bad. It was. Due to my non-stop lateness and over the top internet useage I've been suspended for two days. While I think that suspension was a little harsh I could use a little time off. The only thing that bugs me is that I'm not the only one in my department that does this stuff. I'm just the most obvious one. Hell one person plays flash games all day. Another gets off the phone from yelling at his wife just long enough to call someone regaurding his after hours work. Ohh well, I guess that's what it means to be low man on the totem pole. Enough about that, now it's time to tell about me being hasseled by the man. The other night I was driving home from playing some pool and I see a cop driving around, I say to Isabella, 'He's going to pull me over'. Low and behold he does. I wasn't doing anything wrong, nothing at all. He tell me that the computer says that my registration is expired. Just to make it totally clear, I had registred my car a week previous and considering that the police had a connection to the DMV computers right in their car I find it hard to believe that my registration is showing up as expired. He eventually lets me go. Last night, just two nights after the first incident, after leaving a pool tournament (which I didn't win) I see a cop, and he sees me walking to my car. He pulls around in a parking lot and waits for a few seconds watching me, then he leaves and goes up the street out of sight. He's out of sight for all of five seconds and I see his front end creep around the corner watching me start my car and let it warm up for a minute. The second I drive off he's on my ass. I LOVE it when cops tailgate me! So I try to be carefull not to do anything stupid but in the end I kinda do. I'm at a red light and and I see a car coming but it looks far enough away that I think I can safely turn right. The cop didn't agree. He pulled me over and asked for my license. This piqued my interest because he didn't ask for my registration. I would have thought that if my registration was showing up as expired he would have said something about it, but even after checking the computer and coming back with my license he didn't ask for it. He just told me to yeild next time and let me go. God I love the cops in Benicia. I live in Vallejo and drive around that city all the time, at all hours but never get pulled over there. I go one town over and it happens quite often."
267,3389671,male,26,indUnk,Leo,"09,June,2004","I have a meeting with my boss in about 10 minutes. I always hate meeting with authority figures. I have a feeling that this will be bad. It's a follow up to a meeting I had previously with her when we discussed how late I always am, I've been late alot lately. In my defense I've been sick lately and it's harder to get up and around early when you're sick. I don't know how to tell her that without sounding like I'm just making excuses, which is something I really don't want to do. I guess it doesn't matter really. This place isn't known for handing out raises so it's not like I'm going to miss a chance at a raise because I'm a bad employee, and I don't think I'm quite fireable yet. Though that would really suck. I'd hate to have to turn to selling my body to pay rent."
268,3389671,male,26,indUnk,Leo,"06,June,2004","It's funny how much time can change you without you realizing it. When I was 17 I had the world figured out; I was the person I really wanted to be and couldn't imagine ever wanting to change. I was going race people on the feeway with my VW Bug for the rest of my life. I was going to do other things too, but I was sure that racing my bug was going to be a big part of my life forever. Well, two accudent later I no longer had a bug to race and it's really hard to look like a straigt up hardcore pimp driving a Bonneville (and it was so easy in a VW Bug!). Now that I have a car that can race I find that I never actually want to do it. Maybe I'm just afraid that I'll get in a wreck and die, I mean how fast could I really go in a VW Bug? Heh, actually it's funny for how much one changes, how much of them stays the same. I remember when I was young, maybe in third grade, I used to be afraid that when I grew older I would turn into someone else. That somehow the voice inside my head would be different and not connected to the one I had at that time. I was afraid of being older, like 15 or 16, I didn't know how to do it then. It all seemed very scarey. I would be expected to do things and know things about the world. Like how to pay taxes and register cars. I would be expected to know how to SPELL!!! Well, I guess I can't get everything right. When I made it to 15 the last thing I wanted was to be 18. There were breif moments when I wanted the freedom that being 18 would bring but those moments didn't last long. I didn't have a large college fund, $1000 doesn't even go far at community college, and I knew that none of my parents would be kicking down the many thousands that it would take to send me to school. I also knew that my grades weren't good enough to merrit and kind of scholership worth talking about. This all ment that I would have to work for a living when I turned 18 (which actually turned out to be when I was 16) and even thought I hadn't done it yet I knew one thing anout work, it was for suckers. Ten jobs later I have only confirmed that, work really is for suckers. I know that a blog is supposed to be like a diary. A log of events in your life, but I find my typical day to be too mundane to talk about. I don't mean to diminish the importance I place on hanging out with my friends thought. I saw a few of my friends yesterday and last night and I really enjoy it every time I'm around my friends. Whether it's going to the mall and getting a bit to eat or sitting around shooting pool and trying to win stuffen animals the time I spend with my friends is the most important time in my life. That is something that has never changed about me and I hope that it never does."
269,3389671,male,26,indUnk,Leo,"06,June,2004","I just got back from see the new Harry Potter movie and I guess I'll say some words about it. I wont try to spoil anything but if your looking to be surprised then dont read this post (like anyone reads these posts anyways). Overall I thought the movie was good for what it was however it pays the book absolutely no service at all. Some events are out of order, happen in entirely different places, or are completely missing. Unless it was after the credits the trainride home wasn't even in the movie and that means that pidwidgen (spelling?) wasn't either, sorry Ron I guess Errol will have to do for now. Quiddich was completely forgotten about after the first match, which is too bad because I was really looking forward to seeing Harry's patronus run down Malfoy. Actually many things arn't in the movie at all, which I was expecting but it seems that too much is missing. Time also seems to move very quickly. Before you know it it's christmas time, but strangely enough it never actually is christmas. It seems that opening presants on christmas is a feature of every book, but it didn't make it into the movie. Sorry guys, no sweaters from Mrs. Weasley or any other preasents . One thing I was sorry wasn't in the movie was the lack of normal interaction. You never really see the students in class unless there is a major event in that class. The books deal not only with the main story line but also with the life of Harry and his friends in school, this is something that is completely missing from the movie. I still liked it none the less."
